,r_distance
1999,576.5231999999999
2000,1166.84
2001,1511.73
2002,228.542
2003,667.201
2004,698.111
2005,990.091
2006,803.448
2007,308.867
2008,822.299
2009,1851.91
2010,3455.43
2011,190.868
2012,856.8635
2013,1515.6466666666663
2014,618.933
2015,377.02
2016,757.41
2017,362.695
2018,1156.09
2019,2984.51
2020,768.97
2021,1455.88
2022,748.456
2023,2049.33
2024,426.261
2025,107.42
2026,1172.05
2027,1892.48
2028,304.45
2029,524.752
2030,267.083
2031,1043.93
2032,1850.57
2033,3945.59
2034,6735.5
2035,804.62
2036,256.506
2037,401.471
2038,180.524
2039,735.454
2040,440.444
2041,3097.0
2042,1356.95
2043,362.844
2044,239.702
2045,1491.39
2046,388.3745
2047,886.419
2048,338.744
2049,318.673
2050,197.94
2051,1617.4
2052,301.331
2053,1910.91
2054,851.0625
2055,927.606
2056,1213.46
2057,1719.15
2058,1384.04
2059,2159.32
2060,291.735
2061,163.9595
2062,1747.43
2063,231.4505
2064,464.367
2065,372.933
2066,239.537
2067,398.789
2068,197.236
2069,606.464
2070,1264.01
2071,1939.32
2072,1133.06
2073,410.698
2074,2933.91
2075,3091.85
2076,125.089
2077,1651.56
2078,3100.29
2079,1188.51
2080,3379.26
2081,1357.13
2082,952.818
2083,2311.56
2084,2758.89
2085,1641.74
2086,147.865
2087,339.082
2088,194.809
2089,433.423
2090,439.954
2091,396.064
2092,170.383
2093,296.233
2094,386.209
2095,2148.15
2096,905.748
2097,2339.98
2098,289.236
2099,407.217
2100,204.613
2101,357.879
2102,1290.98
2103,1289.25
2104,178.647
2105,917.138
2106,328.647
2107,2200.66
2108,777.614
2109,1204.06
2110,1668.89
2111,907.253
2112,1308.06
2113,496.795
2114,989.183
2115,733.158
2116,1023.26
2117,400.593
2118,1389.76
2119,726.586
2120,432.854
2121,2975.92
2122,253.125
2123,1319.27
2124,3032.56
2125,2764.18
2126,733.407
2127,761.417
2128,1645.42
2129,1005.38
2130,803.289
2131,854.517
2132,3100.95
2133,315.421
2134,108.903
2135,322.46
2136,1579.98
2137,445.166
2138,1204.79
2139,4416.25
2140,1208.88
2141,975.993
2142,675.593
2143,1245.29
2144,2177.075
2145,312.096
2146,1262.6
2147,1998.66
2148,1590.35
2149,510.123
2150,1058.11
2151,228.576
2152,954.45
2153,1016.82
2154,739.224
2155,310.2335
2156,222.683
2157,663.038
2158,353.069
2159,5526.77
2160,2881.54
2161,539.463
2162,1299.93
2163,392.226
2164,147.44
2165,570.581
2166,2252.87
2167,397.746
2168,3415.4
2169,289.564
2170,1742.66
2171,368.557
2172,4843.77
2173,2797.69
2174,996.367
2175,205.604
2176,799.903
2177,272.839
2178,2023.79
2179,230.725
2180,2253.31
2181,576.935
2182,1865.3
2183,487.082
2184,1385.5
2185,1620.04
2186,2087.84
2187,306.783
2188,915.292
2189,318.698
2190,252.564
2191,849.0
2192,3170.83
2193,2485.81
2194,1786.17
2195,192.552
2196,337.606
2197,418.966
2198,1141.65
2199,310.843
2200,192.782
2201,173.297
2202,302.24
2203,1010.02
2204,2685.65
2205,1038.83
2206,1091.42
2207,311.041
2208,335.791
2209,265.992
2210,1425.89
2211,144.306
2212,1388.58
2213,347.679
2214,651.638
2215,658.554
2216,387.085
2217,1269.91
2218,1080.43
2219,1725.63
2220,604.361
2221,362.558
2222,2246.62
2223,176.795
2224,607.068
2225,1116.19
2226,703.045
2227,289.693
2228,1106.83
2229,409.435
2230,322.394
2231,363.255
2232,1306.39
2233,1844.45
2234,2759.77
2235,706.249
2236,1254.825
2237,1593.07
2238,3410.65
2239,286.069
2240,1457.24
2241,94.3585
2242,484.512
2243,1394.93
2244,279.487
2245,3593.75
2246,3252.79
2247,225.457
2248,1755.48
2249,839.553
2250,747.417
2251,200.418
2252,1881.17
2253,997.872
2254,85.1732
2255,1538.46
2256,281.25
2257,2027.92
2258,588.761
2259,710.624
2260,379.551
2261,1363.02
2262,2653.93
2263,3406.67
2264,2281.13
2265,1530.93
2266,683.821
2267,2666.74
2268,781.404
2269,419.373
2270,1194.715
2271,3418.41
2272,146.079
2273,951.4935
2274,255.683
2275,1442.49
2276,47.6268
2277,1622.08
2278,372.391
2279,2883.1
2280,682.584
2281,421.961
2282,230.905
2283,1686.21
2284,1137.16
2285,982.59
2286,935.611
2287,403.926
2288,467.281
2289,382.158
2290,70.898
2291,1404.93
2292,1485.47
2293,2160.43
2294,237.124
2295,314.239
2296,1604.39
2297,418.109
2298,266.714
2299,2536.27
2300,4192.31
2301,493.106
2302,547.908
2303,1171.51
2304,295.456
2305,551.716
2306,5736.27
2307,873.691
2308,555.138
2309,308.092
2310,2345.72
2311,162.182
2312,1258.19
2313,431.125
2314,2556.79
2315,1914.44
2316,212.19
2317,884.838
2318,1151.4
2319,1253.02
2320,152.987
2321,694.754
2322,6284.53
2323,255.029
2324,606.872
2325,2070.4700000000003
2326,62.454
2327,1602.89
2328,490.903
2329,396.517
2330,2856.18
2331,182.512
2332,432.703
2333,745.331
2334,164.771
2335,2414.87
2336,211.301
2337,368.267
2338,1354.48
2339,230.0215
2340,338.9205
2341,1183.43
2342,690.041
2343,985.6245
2344,307.374
2345,378.894
2346,274.478
2347,700.473
2348,1260.6
2349,2475.61
2350,343.611
2351,343.661
2352,233.845
2353,2609.17
2354,240.439
2355,428.46
2356,1665.99
2357,270.911
2358,2698.42
2359,1137.32
2360,153.196
2361,755.34
2362,1221.8
2363,3098.62
2364,1404.74
2365,372.664
2366,4705.96
2367,545.178
2368,1859.29
2369,302.211
2370,1469.46
2371,1210.61
2372,412.52
2373,140.7
2374,271.958
2375,5448.0
2376,845.488
2377,462.761
2378,265.642
2379,80.0497
2380,894.685
2381,2025.14
2382,1330.2
2383,1046.92
2384,984.931
2385,2414.39
2386,2482.64
2387,506.71
2388,1292.25
2389,1412.3
2390,176.107
2391,1182.06
2392,621.818
2393,992.753
2394,423.195
2395,216.247
2396,274.044
2397,2406.31
2398,2060.77
2399,677.541
2400,3100.05
2401,2595.33
2402,1930.87
2403,388.028
2404,441.68
2405,808.958
2406,238.692
2407,806.907
2408,1682.11
2409,858.215
2410,1468.99
2411,606.043
2412,3199.82
2413,269.511
2414,296.986
2415,1112.84
2416,1281.33
2417,323.075
2418,1105.04
2419,556.347
2420,404.384
2421,196.879
2422,196.347
2423,634.661
2424,482.793
2425,229.292
2426,426.071
2427,2146.84
2428,499.293
2429,1680.02
2430,122.312
2431,310.874
2432,1705.4
2433,2639.01
2434,570.494
2435,635.35
2436,2359.54
2437,5516.28
2438,383.653
2439,329.461
2440,1359.29
2441,292.931
2442,1224.29
2443,418.503
2444,305.853
2445,1221.32
2446,1774.56
2447,266.14879999999994
2448,3077.16
2449,459.806
2450,1530.07
2451,612.835
2452,1178.68
2453,853.325
2454,1225.66
2455,1086.67
2456,2815.71
2457,422.394
2458,325.933
2459,1427.64
2460,258.199
2461,3713.11
2462,278.289
2463,339.082
2464,358.426
2465,445.416
2466,1900.76
2467,1508.75
2468,143.442
2469,211.221
2470,1282.63
2471,586.077
2472,1287.685
2473,360.033
2474,967.939
2475,209.828
2476,2206.92
2477,1461.89
2478,237.013
2479,380.227
2480,657.861
2481,1291.86
2482,168.708
2483,1062.84
2484,582.137
2485,447.869
2486,1444.38
2487,556.852
2488,233.451
2489,1501.61
2490,604.163
2491,1617.31
2492,585.061
2493,270.328
2494,751.833
2495,214.044
2496,1521.8850000000002
2497,302.672
2498,628.584
2499,777.507
2500,272.723
2501,4439.9
2502,473.229
2503,1249.8
2504,5806.26
2505,1317.8
2506,367.747
2507,1947.75
2508,911.387
2509,493.404
2510,830.13
2511,257.143
2512,3331.82
2513,252.294
2514,1331.17
2515,1304.03
2516,839.396
2517,4369.075
2518,351.66
2519,353.511
2520,527.143
2521,361.604
2522,262.28
2523,2037.73
2524,1605.865
2525,1203.78
2526,1814.75
2527,1192.87
2528,1471.22
2529,209.032
2530,633.013
2531,2803.75
2532,474.912
2533,1417.96
2534,1157.46
2535,557.792
2536,1944.22
2537,209.581
2538,1529.07
2539,740.903
2540,7329.46
2541,4640.55
2542,970.984
2543,1606.74
2544,1070.17
2545,1206.35
2546,3565.76
2547,393.443
2548,811.519
2549,659.218
2550,1636.36
2551,977.044
2552,1060.11
2553,2240.04
2554,7348.29
2555,195.135
2556,364.904
2557,297.553
2558,203.378
2559,96.5448
2560,277.104
2561,1052.6
2562,2962.34
2563,1210.57
2564,1492.75
2565,552.193
2566,675.933
2567,711.569
2568,432.159
2569,310.178
2570,878.01
2571,191.134
2572,3424.73
2573,2112.49
2574,693.973
2575,315.503
2576,1416.89
2577,5067.0
2578,424.417
2579,1064.02
2580,228.003
2581,975.894
2582,1546.91
2583,565.359
2584,468.27
2585,2653.76
2586,1700.94
2587,454.587
2588,264.348
2589,328.935
2590,2500.25
2591,469.584
2592,1514.2199999999998
2593,1568.6
2594,1588.81
2595,1026.97
2596,423.854
2597,158.452
2598,2072.95
2599,1697.93
2600,527.942
2601,1775.39
2602,162.946
2603,156.938
2604,197.335
2605,2779.46
2606,1946.63
2607,176.505
2608,297.58
2609,1613.59
2610,335.682
2611,1321.44
2612,2027.27
2613,1399.02
2614,511.604
2615,356.011
2616,116.814
2617,413.699
2618,709.545
2619,363.108
2620,855.211
2621,1165.39
2622,583.4155000000001
2623,1604.56
2624,3350.07
2625,175.577
2626,1622.28
2627,155.203
2628,2233.08
2629,1348.22
2630,614.67
2631,5626.37
2632,444.263
2633,1579.86
2634,306.751
2635,918.549
2636,457.736
2637,2025.52
2638,1118.69
2639,317.918
2640,1660.78
2641,243.873
2642,1405.65
2643,198.53
2644,249.917
2645,316.6
2646,235.62
2647,344.862
2648,1035.3
2649,5773.886666666666
2650,1237.98
2651,226.552
2652,390.164
2653,164.516
2654,1068.51
2655,254.072
2656,827.05
2657,199.255
2658,6509.92
2659,549.992
2660,146.904
2661,1180.65
2662,346.882
2663,296.023
2664,326.357
2665,1504.73
2666,4253.77
2667,934.656
2668,2982.91
2669,775.809
2670,3120.84
2671,1165.04
2672,324.227
2673,368.245
2674,190.877
2675,134.9015
2676,4061.87
2677,430.861
2678,241.822
2679,144.821
2680,453.469
2681,484.533
2682,187.344
2683,347.608
2684,740.122
2685,659.369
2686,1833.91
2687,1069.68
2688,143.136
2689,1549.25
2690,116.726
2691,1201.4875000000002
2692,163.575
2693,313.111
2694,1295.88
2695,2405.14
2696,319.338
2697,943.888
2698,1011.68
2699,305.832
2700,340.413
2701,1755.44
2702,180.261
2703,589.5
2704,1664.66
2705,319.507
2706,428.652
2707,349.594
2708,376.683
2709,646.176
2710,590.431
2711,2039.28
2712,660.437
2713,305.824
2714,387.346
2715,321.839
2716,1431.99
2717,1182.1
2718,1440.61
2719,320.231
2720,500.719
2721,188.475
2722,651.6505
2723,583.477
2724,414.942
2725,337.252
2726,1148.55
2727,4382.28
2728,476.978
2729,430.337
2730,333.254
2731,46.3927
2732,769.123
2733,1405.36
2734,1831.01
2735,689.608
2736,2701.25
2737,369.57
2738,533.228
2739,941.167
2740,271.139
2741,409.864
2742,1972.18
2743,1331.09
2744,251.288
2745,1042.63
2746,355.248
2747,1864.23
2748,327.725
2749,485.425
2750,1215.98
2751,5887.22
2752,886.167
2753,1310.32
2754,401.799
2755,353.885
2756,1429.02
2757,1518.785
2758,1577.59
2759,495.957
2760,270.776
2761,2563.81
2762,281.173
2763,1777.57
2764,3589.69
2765,353.431
2766,314.477
2767,912.862
2768,861.364
2769,308.177
2770,901.364
2771,904.054
2772,266.663
2773,320.813
2774,1337.19
2775,703.524
2776,7969.03
2777,627.063
2778,1527.05
2779,2476.99
2780,1317.87
2781,1613.61
2782,434.851
2783,474.357
2784,180.443
2785,1389.57
2786,1471.81
2787,207.099
2788,4534.76
2789,696.495
2790,1043.08
2791,960.026
2792,1881.04
2793,278.417
2794,272.418
2795,1298.17
2796,1217.31
2797,1560.98
2798,3485.48
2799,1004.23
2800,3094.83
2801,668.5835
2802,2423.06
2803,1817.32
2804,355.749
2805,412.436
2806,1098.95
2807,1723.68
2808,815.221
2809,327.369
2810,179.449
2811,314.371
2812,411.505
2813,242.999
2814,3136.77
2815,1356.64
2816,498.202
2817,747.006
2818,1121.75
2819,163.791
2820,391.418
2821,1304.07
2822,2751.36
2823,1037.235
2824,476.5325
2825,1570.32
2826,282.676
2827,224.099
2828,237.419
2829,2824.6
2830,645.824
2831,1702.39
2832,1559.37
2833,1729.57
2834,936.721
2835,1172.55
2836,345.431
2837,1292.96
2838,314.526
2839,78.7324
2840,1850.42
2841,978.348
2842,1289.09
2843,4003.07
2844,1518.17
2845,286.4125
2846,562.144
2847,1324.96
2848,2483.05
2849,294.608
2850,394.981
2851,759.75
2852,1161.8
2853,4327.8
2854,1157.11
2855,4317.78
2856,1854.01
2857,240.129
2858,412.318
2859,916.705
2860,413.823
2861,1077.58
2862,1255.68
2863,339.784
2864,377.993
2865,676.771
2866,254.845
2867,1118.5145
2868,119.108
2869,1132.71
2870,1192.3
2871,244.379
2872,1663.67
2873,297.902
2874,239.575
2875,875.009
2876,1901.84
2877,1119.62
2878,612.679
2879,441.187
2880,379.094
2881,4663.85
2882,510.513
2883,317.951
2884,930.413
2885,1954.23
2886,1307.97
2887,3814.53
2888,452.263
2889,320.3335
2890,281.117
2891,938.872
2892,1256.07
2893,4887.03
2894,1933.875
2895,615.913
2896,201.065
2897,1162.88
2898,895.779
2899,1839.98
2900,1024.34
2901,429.185
2902,780.566
2903,761.633
2904,337.574
2905,3251.95
2906,1706.85
2907,190.215
2908,2304.3
2909,392.252
2910,393.591
2911,413.267
2912,167.806
2913,3029.32
2914,3337.3
2915,376.034
2916,1423.86
2917,197.221
2918,1843.16
2919,1096.17
2920,563.017
2921,1186.44
2922,2504.55
2923,160.072
2924,763.361
2925,2082.08
2926,1552.11
2927,2609.42
2928,345.207
2929,347.078
2930,324.535
2931,264.806
2932,2413.66
2933,684.694
2934,2389.71
2935,2142.81
2936,604.2185
2937,1130.81
2938,1953.83
2939,1066.77
2940,252.687
2941,215.127
2942,265.17150000000004
2943,384.464
2944,509.893
2945,265.515
2946,905.635
2947,459.922
2948,3092.17
2949,204.98625
2950,359.261
2951,311.338
2952,538.168
2953,259.052
2954,420.321
2955,1592.05
2956,240.793
2957,3697.71
2958,846.776
2959,847.797
2960,338.333
2961,1080.77
2962,1571.6
2963,753.56
2964,1426.94
2965,2538.51
2966,2065.63
2967,986.1585
2968,3147.8
2969,600.858
2970,254.839
2971,974.941
2972,2704.35
2973,482.698
2974,1026.07
2975,490.01
2976,238.54
2977,1166.45
2978,234.36
2979,1185.11
2980,1342.92
2981,855.59
2982,1240.1
2983,2131.29
2984,870.445
2985,1850.99
2986,1467.37
2987,2099.49
2988,418.161
2989,2768.17
2990,269.594
2991,491.725
2992,1228.842
2993,150.857
2994,904.7058333333334
2995,213.247
2996,214.25
2997,184.733
2998,1159.07
2999,911.062
3000,132.74450000000002
3001,1245.11
3002,307.581
3003,500.973
3004,1103.49
3005,870.321
3006,1131.32
3007,719.468
3008,756.038
3009,228.826
3010,2778.91
3011,275.774
3012,1326.27
3013,2520.88
3014,1450.76
3015,590.806
3016,226.079
3017,2593.2
3018,150.516
3019,291.684
3020,1638.07
3021,319.715
3022,978.964
3023,1708.58
3024,3461.21
3025,325.827
3026,306.3535
3027,220.023
3028,355.954
3029,1973.42
3030,1003.748
3031,1654.84
3032,849.332
3033,1518.13
3034,1726.98
3035,1827.13
3036,1101.49
3037,300.605
3038,1450.21
3039,840.262
3040,3910.02
3041,482.175
3042,1565.91
3043,296.524
3044,2851.76
3045,111.628
3046,811.261
3047,370.899
3048,469.138
3049,2685.98
3050,1553.18
3051,1385.51
3052,510.914
3053,2239.0
3054,289.597
3055,331.738
3056,1321.59
3057,361.046
3058,966.081
3059,544.406
3060,99.8055
3061,843.114
3062,1375.12
3063,1912.28
3064,791.326
3065,146.4
3066,353.922
3067,243.173
3068,2146.6
3069,1854.0
3070,1545.4
3071,1221.11
3072,1330.8
3073,1503.36
3074,1120.09
3075,1169.84
3076,224.025
3077,1320.36
3078,593.2495
3079,2897.28
3080,712.482
3081,1177.95
3082,488.383
3083,1290.84
3084,303.272
3085,761.307
3086,1618.6
3087,440.931
3088,450.377
3089,460.114
3090,197.401
3091,1313.3100000000002
3092,1494.69
3093,1721.46
3094,935.937
3095,262.679
3096,540.197
3097,194.863
3098,283.781
3099,2594.62
3100,1402.07
3101,157.935
3102,480.347
3103,436.211
3104,123.598
3105,275.199
3106,888.282
3107,1579.28
3108,1279.25
3109,818.694
3110,320.7125
3111,2977.2
3112,203.703
3113,1178.04
3114,1098.2
3115,2234.09
3116,722.179
3117,617.261
3118,2426.03
3119,1735.585
3120,516.034
3121,113.445
3122,322.865
3123,772.073
3124,603.398
3125,271.962
3126,398.029
3127,1506.21
3128,185.437
3129,237.59
3130,905.885
3131,410.977
3132,277.145
3133,42.2553
3134,216.429
3135,474.136
3136,323.258
3137,4264.06
3138,1273.46
3139,4388.71
3140,459.86
3141,716.911
3142,371.894
3143,634.061
3144,499.034
3145,1000.82
3146,1129.81
3147,1630.79
3148,65.617
3149,226.633
3150,369.89
3151,295.093
3152,284.507
3153,1446.25
3154,325.929
3155,217.216
3156,316.82500000000005
3157,210.302
3158,1468.02
3159,1637.73
3160,342.77
3161,252.689
3162,1015.68
3163,2352.43
3164,946.926
3165,1256.0
3166,724.448
3167,1655.99
3168,467.256
3169,2327.58
3170,312.066
3171,322.604
3172,191.892
3173,1044.23
3174,420.556
3175,5079.19
3176,2766.36
3177,242.814
3178,359.073
3179,277.969
3180,225.754
3181,1347.79
3182,236.9455
3183,224.966
3184,799.899
3185,4022.41
3186,945.913
3187,393.275
3188,955.5395
3189,286.851
3190,949.491
3191,404.422
3192,2270.49
3193,1081.895
3194,413.657
3195,314.849
3196,291.517
3197,506.31
3198,339.589
3199,847.96
3200,988.234
3201,1292.52
3202,1040.25
3203,2116.32
3204,1575.7
3205,239.653
3206,395.994
3207,2313.33
3208,1912.31
3209,2123.8
3210,385.514
3211,3951.8
3212,2371.42
3213,5397.98
3214,687.304
3215,1983.98
3216,347.315
3217,7516.37
3218,1092.75
3219,266.195
3220,1775.22
3221,6369.29
3222,748.839
3223,2667.51
3224,848.254
3225,521.746
3226,1240.16
3227,271.678
3228,583.617
3229,536.577
3230,860.291
3231,696.674
3232,3179.61
3233,1576.98
3234,964.291
3235,1856.27
3236,1628.785
3237,855.6565
3238,1611.07
3239,1032.96
3240,286.589
3241,3831.65
3242,1868.06
3243,595.781
3244,991.69
3245,1482.17
3246,1508.07
3247,1753.92
3248,959.339
3249,221.54
3250,257.096
3251,2063.88
3252,2111.74
3253,2302.19
3254,1834.24
3255,514.998
3256,276.686
3257,1394.07
3258,796.043
3259,1584.42
3260,5471.34
3261,192.147
3262,111.2694
3263,293.484
3264,352.677
3265,2320.88
3266,326.93
3267,897.35
3268,1004.44
3269,299.112
3270,963.388
3271,364.147
3272,1191.18
3273,504.879
3274,360.673
3275,2208.08
3276,2212.14
3277,449.289
3278,402.077
3279,1922.86
3280,280.502
3281,223.8485
3282,285.687
3283,363.824
3284,805.586
3285,1640.66
3286,1707.19
3287,164.49
3288,827.2015
3289,189.302
3290,319.771
3291,503.33
3292,163.2655
3293,439.659
3294,674.828
3295,548.752
3296,2532.64
3297,1280.44
3298,748.7294999999999
3299,326.68
3300,3351.11
3301,1152.92
3302,455.493
3303,1599.21
3304,323.002
3305,297.227
3306,1697.06
3307,204.861
3308,4152.89
3309,943.848
3310,1034.09
3311,270.118
3312,3748.79
3313,1372.315
3314,317.518
3315,226.616
3316,703.4446
3317,896.02
3318,1463.49
3319,359.605
3320,327.75
3321,3252.44
3322,966.996
3323,1565.0
3324,164.944
3325,1422.77
3326,1213.96
3327,460.122
3328,1257.12
3329,2062.71
3330,6060.48
3331,805.882
3332,1220.77
3333,779.579
3334,316.968
3335,354.128
3336,1640.5
3337,710.592
3338,318.98850000000004
3339,317.935
3340,2085.73
3341,722.034
3342,471.724
3343,318.14
3344,307.753
3345,326.203
3346,2169.23
3347,166.403
3348,860.214
3349,3330.43
3350,1355.21
3351,3076.89
3352,274.58900000000006
3353,398.292
3354,180.5395
3355,241.825
3356,3516.82
3357,2066.83
3358,2619.01
3359,291.507
3360,456.496
3361,106.361
3362,282.511
3363,1546.69
3364,1735.66
3365,892.007
3366,2088.04
3367,230.582
3368,2949.42
3369,1008.35
3370,151.414
3371,493.675
3372,1390.28
3373,764.077
3374,1334.08
3375,1818.37
3376,390.179
3377,1590.15
3378,1362.32
3379,307.242
3380,207.379
3381,212.544
3382,381.928
3383,342.759
3384,323.159
3385,1034.03
3386,127.036
3387,1327.235
3388,2596.25
3389,857.254
3390,225.269
3391,1713.7
3392,2327.82
3393,1281.75
3394,1203.16
3395,183.516
3396,367.497
3397,291.204
3398,344.952
3399,1672.22
3400,3931.7
3401,1445.09
3402,1247.02
3403,351.965
3404,426.797
3405,206.996
3406,1310.59
3407,747.567
3408,193.955
3409,2836.37
3410,1039.54
3411,256.748
3412,294.697
3413,223.128
3414,132.391
3415,2254.14
3416,396.091
3417,1187.21
3418,836.848
3419,799.816
3420,1099.08
3421,245.654
3422,624.997
3423,1069.21
3424,370.584
3425,3634.3
3426,827.061
3427,3714.01
3428,2542.74
3429,272.162
3430,1723.91
3431,992.328
3432,782.98
3433,194.798
3434,1129.61
3435,1769.96
3436,1198.36
3437,1262.45
3438,372.628
3439,396.989
3440,155.965
3441,1025.43
3442,206.144
3443,368.164
3444,484.286
3445,2774.8
3446,1984.81
3447,448.124
3448,80.7106
3449,1238.37
3450,390.531
3451,3253.18
3452,1247.1
3453,268.12
3454,424.757
3455,426.852
3456,2225.37
3457,1544.78
3458,645.176
3459,351.998
3460,1272.57
3461,478.855
3462,1560.95
3463,385.577
3464,352.682
3465,503.661
3466,2143.24
3467,283.606
3468,358.352
3469,198.751
3470,751.394
3471,2889.48
3472,1049.34
3473,816.472
3474,1173.99
3475,1780.13
3476,413.013
3477,634.754
3478,688.119
3479,345.96
3480,545.884
3481,201.083
3482,400.439
3483,864.062
3484,247.278
3485,148.419
3486,1846.04
3487,1638.58
3488,910.004
3489,1087.31
3490,75.8367
3491,287.649
3492,380.682
3493,139.877
3494,500.606
3495,300.538
3496,230.304
3497,1821.22
3498,1266.97
3499,333.552
3500,1852.41
3501,783.587
3502,5042.29
3503,338.65
3504,288.224
3505,872.436
3506,1647.69
3507,1626.73
3508,1269.48
3509,1042.54
3510,387.225
3511,1729.15
3512,221.548
3513,484.947
3514,547.784
3515,1188.4199999999998
3516,885.087
3517,1244.97
3518,1165.6
3519,1128.72
3520,159.723
3521,1173.85
3522,2476.43
3523,306.256
3524,862.172
3525,3349.02
3526,707.558
3527,1354.61
3528,423.174
3529,479.03
3530,318.502
3531,951.331
3532,2965.91
3533,158.385
3534,691.159
